slice,ticker,date,time,expiry,tenor_years,forward_raw,forward_dea,forward_shift_bp,implied_carry,corrected_quotes,median_eep_call_bp,median_eep_put_bp,max_eep_bp,rounds,skipped_floor,max_forward_shift_bp
daily,IWM,2026-08-27,1530,2026-09-01,0.0136986301,300.1600831752,300.1698447227,0.3252113825,0.0039212583,46,0.0412067809,2.6410024205,3.3348516371,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2026-09-02,0.0164383562,300.1901185308,300.1982254636,0.2700599491,0.0038393951,54,0.0226577287,3.2407911664,3.9976850757,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2026-09-03,0.0191780822,300.2201601288,300.2353745969,0.5067770295,0.0022585298,57,0.0178657169,2.9577266830,4.7284403939,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2026-09-04,0.0219178082,300.3202662021,300.3363452033,0.5353951444,-0.0086227633,145,0.0298285910,6.4770883818,8.0148444135,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2026-09-08,0.0328767123,300.3441825066,300.3666118895,0.7467893235,0.0038326469,68,0.0479549869,2.7497782920,7.8870692632,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2026-09-09,0.0356164384,300.3732046160,300.3960089877,0.7592012629,0.0037084236,65,0.0515207803,2.2984237183,8.5221126602,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2026-09-10,0.0383561644,300.3955752174,300.4211528417,0.8514647484,0.0039713026,36,0.0745913379,1.1535518486,8.5880632574,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2026-09-11,0.0410958904,300.4757411640,300.5026102777,0.8942190680,-0.0003611434,106,0.0745639141,7.0607409453,12.7697942728,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2026-09-18,0.0602739726,299.9599084264,299.9544249020,-0.1828085775,0.0421184515,141,1.5456986688,0.1110268266,10.1645755814,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2026-09-25,0.0794520548,300.0501509432,300.0521929595,0.0680558328,0.0370078547,158,0.8010528837,0.6318810281,8.6608337628,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2026-09-30,0.0931506849,300.1354771571,300.1444146573,0.2977821972,0.0337839045,94,1.8456561648,2.1367729653,7.5315185926,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2026-10-02,0.0986301370,300.2358787313,300.2485501506,0.4220488027,0.0304587018,155,0.1491983790,1.7019157503,10.0541573193,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2026-10-09,0.1178082192,300.4218716711,300.4513326767,0.9806544840,0.0258313295,61,0.2022079307,1.0107227881,3.1683402202,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2026-10-16,0.1369863014,300.6180290348,300.6641742579,1.5350118321,0.0223516777,122,0.1991463741,2.6728336689,22.8802209304,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2026-11-20,0.2328767123,301.6395371025,301.7772611871,4.5658498864,0.0133091959,51,0.1312291292,9.1041951776,47.2393767094,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2026-12-18,0.3095890411,301.9936168783,302.1712817311,5.8830664914,0.0155219579,67,0.3475893163,13.3230079637,61.1509435453,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2026-12-31,0.3452054795,302.1433669758,302.3339135876,6.3064966063,0.0164352033,116,0.1362119927,0.7415104811,60.0729405973,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2027-01-15,0.3863013699,302.6138237680,302.8309010214,7.1734083618,0.0146842934,76,0.3621024067,8.5578831857,81.5068507358,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2027-02-19,0.4821917808,303.5664041900,303.9166407571,11.5373955178,0.0122853689,74,0.1143459321,22.6601461336,120.4246577998,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2027-03-19,0.5589041096,304.2776402200,304.7036536944,14.0008143259,0.0115182473,82,0.2505048182,21.4503441202,140.9681891562,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2027-03-31,0.5917808219,304.4061733877,304.8292366912,13.8979869792,0.0124373613,137,0.2391182556,1.9306425103,109.0613690127,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2027-04-16,0.6356164384,304.9984562385,305.4520836796,14.8731061362,0.0111679883,80,0.3176179699,20.8798631323,158.1941299566,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2027-06-17,0.8054794521,306.6281310071,307.3455902131,23.3983491243,0.0097015529,90,0.2848503301,19.7621688029,201.8691991152,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2027-06-30,0.8410958904,307.0150996694,307.7697638887,24.5806874061,0.0093700544,136,0.5088999539,25.9125567073,164.6829317742,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2027-09-17,1.0575342466,308.8931087315,310.0388864819,37.0930175538,0.0089438178,93,0.4356690925,25.8147530322,261.8672863796,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2027-10-15,1.1342465753,308.8387408991,309.9120956153,34.7545360726,0.0116056413,88,0.2549072642,52.5246230366,270.2456847783,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2027-12-17,1.3068493151,311.0924490306,312.5203878870,45.9007880413,0.0093347896,99,0.4898719784,34.4027215762,317.2852006619,2,0,48.4921369643
daily,IWM,2026-08-27,1530,2028-01-21,1.4027397260,311.9217362845,313.4343114403,48.4921369643,0.0095522740,108,0.2912576300,29.1018167762,338.5940979839,2,0,48.4921369643
daily,META,2026-08-14,1530,2026-08-17,0.0082191781,591.3254121478,591.3235741064,-0.0310834164,0.0443049360,73,0.2091209322,0.0653320841,0.7508199747,2,0,67.7918909646
daily,META,2026-08-14,1530,2026-08-19,0.0136986301,591.6469668999,591.6744059607,0.4637742142,-0.0015793903,101,0.0340344164,3.8777697131,6.3671060912,2,0,67.7918909646
daily,META,2026-08-14,1530,2026-08-21,0.0191780822,591.7244373923,591.7471286075,0.3834760526,0.0032745648,103,0.0532935827,4.8173844698,15.5574908473,2,0,67.7918909646
daily,META,2026-08-14,1530,2026-08-24,0.0273972603,591.7742480111,591.8005176470,0.4439131318,0.0103509541,123,0.0557177022,5.3687672580,10.3162286703,2,0,67.7918909646
daily,META,2026-08-14,1530,2026-08-26,0.0328767123,591.9962655988,592.0441926098,0.8095829956,0.0024107758,112,0.0682453325,5.5575220658,16.2437545423,2,0,67.7918909646
daily,META,2026-08-14,1530,2026-08-28,0.0383561644,592.2710421617,592.3301661786,0.9982594564,-0.0051182044,145,0.1126135011,14.0386554672,27.9837049581,2,0,67.7918909646
daily,META,2026-08-14,1530,2026-09-04,0.0575342466,592.5838723108,592.6962801155,1.8969096185,-0.0015387834,129,0.0995367162,21.2555366895,30.2688744741,2,0,67.7918909646
daily,META,2026-08-14,1530,2026-09-11,0.0767123288,593.1987642750,593.3326201909,2.2565103635,-0.0056824092,128,0.1387934086,30.5738606052,40.2115827229,2,0,67.7918909646
daily,META,2026-08-14,1530,2026-09-18,0.0958904110,593.3370830844,593.4718531330,2.2713909579,0.0005647016,173,0.1858325062,33.5901705802,59.7574045956,2,0,67.7918909646
daily,META,2026-08-14,1530,2026-09-25,0.1150684932,593.5971995200,593.8023619444,3.4562566097,0.0019236587,134,0.2546595009,32.3686749559,53.2946784954,2,0,67.7918909646
daily,META,2026-08-14,1530,2026-10-02,0.1342465753,594.3463438380,594.5908122381,4.1132313284,-0.0027967078,138,0.2983798658,38.6386291263,57.0578910813,2,0,67.7918909646
daily,META,2026-08-14,1530,2026-10-16,0.1726027397,594.9148679440,595.1596615712,4.1147673456,0.0008736446,170,0.2352636132,49.5994321627,85.9649938401,2,0,67.7918909646
daily,META,2026-08-14,1530,2026-11-20,0.2684931507,597.4249517270,597.9540009993,8.8554934104,-0.0028098865,216,0.3593423498,75.9246077722,160.4576258304,2,0,67.7918909646
daily,META,2026-08-14,1530,2026-12-18,0.3452054795,599.0536491267,599.7259002391,11.2218849403,-0.0021235779,185,0.3442988655,86.0384800146,201.3444463250,2,0,67.7918909646
daily,META,2026-08-14,1530,2027-01-15,0.4219178082,600.9402831512,601.9570062084,16.9188700733,-0.0032759783,146,0.3865891980,140.0137218180,246.0223352763,2,0,67.7918909646
daily,META,2026-08-14,1530,2027-02-19,0.5178082192,603.7756096629,605.0122448386,20.4817014113,-0.0050700099,126,0.4927963626,79.3966412646,238.3833330540,2,0,67.7918909646
daily,META,2026-08-14,1530,2027-03-19,0.5945205479,605.4034173519,606.7634317701,22.4645976430,-0.0042236860,169,0.6234031319,65.8781699582,282.8815259246,2,0,67.7918909646
daily,META,2026-08-14,1530,2027-06-17,0.8410958904,611.4967407026,613.6449943864,35.1310733291,-0.0049118205,112,0.5520010867,179.0628462753,467.6307700678,2,0,67.7918909646
daily,META,2026-08-14,1530,2027-09-17,1.0931506849,617.5887815169,620.4864853147,46.9196313883,-0.0045635233,173,0.7380942185,235.1424298805,594.1026668055,2,0,67.7918909646
daily,META,2026-08-14,1530,2027-12-17,1.3424657534,624.7698723432,628.0129141994,51.9077823656,-0.0047097950,180,0.7972830530,275.4749975154,727.9227001133,2,0,67.7918909646
daily,META,2026-08-14,1530,2028-01-21,1.4383561644,626.3335187993,630.5795521607,67.7918909646,-0.0043641349,174,0.9500330468,259.4551156120,772.4249517815,2,0,67.7918909646
daily,META,2026-08-17,1530,2026-08-19,0.0054794521,569.4509227485,569.4537304108,0.0493047280,0.0094003658,89,0.1067340569,0.4520790662,0.7876404761,2,0,64.5102696420
daily,META,2026-08-17,1530,2026-08-21,0.0109589041,569.5227291813,569.5351170504,0.2175131655,0.0105791809,160,0.0888320657,1.7366452487,4.1371856620,2,0,64.5102696420
daily,META,2026-08-17,1530,2026-08-24,0.0191780822,569.3226951235,569.3204084996,-0.0401639335,0.0419230140,118,0.1973173964,0.2320505731,1.5273974527,2,0,64.5102696420
daily,META,2026-08-17,1530,2026-08-26,0.0246575342,568.9693759330,568.9512354797,-0.3188300478,0.0673220655,72,0.9315423461,0.0714574246,9.0451643498,2,0,64.5102696420
daily,META,2026-08-17,1530,2026-08-28,0.0301369863,569.8748573740,569.9082577373,0.5860999635,0.0061939046,141,0.1265087148,5.2894312413,9.6737651736,2,0,64.5102696420
daily,META,2026-08-17,1530,2026-08-31,0.0383561644,569.1132170012,569.0871763488,-0.4575654133,0.0505638823,34,0.5973439188,0.1332809343,1.5764740313,2,0,64.5102696420
daily,META,2026-08-17,1530,2026-09-04,0.0493150685,570.3459842697,570.3969935544,0.8943568668,0.0011182348,144,0.1496363338,10.8266916974,19.1454606278,2,0,64.5102696420
daily,META,2026-08-17,1530,2026-09-11,0.0684931507,570.7891006522,570.8936489353,1.8316446990,-0.0013068769,131,0.1960944691,16.5956428411,27.2334521454,2,0,64.5102696420
daily,META,2026-08-17,1530,2026-09-18,0.0876712329,571.1538220291,571.2799455842,2.2082239539,-0.0004524214,171,0.1729678904,23.9518587667,47.6037309758,2,0,64.5102696420
daily,META,2026-08-17,1530,2026-09-25,0.1068493151,570.8128875550,570.9505514960,2.4117174654,0.0118568863,143,0.1504049916,19.8955775593,34.2755057147,2,0,64.5102696420
daily,META,2026-08-17,1530,2026-10-02,0.1260273973,571.2057468493,571.3420177770,2.3856715100,0.0104049136,146,0.2291852020,22.4980309621,41.6003265180,2,0,64.5102696420
daily,META,2026-08-17,1530,2026-10-16,0.1643835616,572.7610668355,573.0219322779,4.5545246976,-0.0009716087,173,0.2529518935,40.3249284281,76.6097966941,2,0,64.5102696420
daily,META,2026-08-17,1530,2026-11-20,0.2602739726,575.0500252957,575.5069632911,7.9460564352,-0.0027932973,211,0.3417222036,68.7031771153,148.8735987323,2,0,64.5102696420
daily,META,2026-08-17,1530,2026-12-18,0.3369863014,576.7475637512,577.4571416968,12.3030939386,-0.0033143663,174,0.4597967266,83.7277200075,187.9245637645,2,0,64.5102696420
daily,META,2026-08-17,1530,2027-01-15,0.4136986301,578.4853714706,579.3112004869,14.2757113163,-0.0029876075,139,0.3000317059,125.6732200440,231.5792023691,2,0,64.5102696420
daily,META,2026-08-17,1530,2027-02-19,0.5095890411,580.8363074212,581.7806456394,16.2582504947,-0.0032072924,123,0.4714707980,87.9986927767,230.8076732472,2,0,64.5102696420
daily,META,2026-08-17,1530,2027-03-19,0.5863013699,582.2161701739,583.4063692411,20.4425628856,-0.0023521641,164,0.7998344713,75.2785006401,277.2279419728,2,0,64.5102696420
daily,META,2026-08-17,1530,2027-06-17,0.8328767123,588.0287043264,589.8308586060,30.6473861974,-0.0030506112,106,0.4619865036,146.3340332990,451.9633763142,2,0,64.5102696420
daily,META,2026-08-17,1530,2027-09-17,1.0849315068,593.5127077195,596.2295759536,45.7760751993,-0.0027977905,168,0.7521522876,223.6295218670,579.9218697436,2,0,64.5102696420
daily,META,2026-08-17,1530,2027-12-17,1.3342465753,599.4688662498,602.8958823101,57.1675403555,-0.0025563725,172,0.9454568247,263.9432168998,711.3032586789,2,0,64.5102696420
daily,META,2026-08-17,1530,2028-01-21,1.4301369863,601.4845188284,605.3647116779,64.5102696420,-0.0023531869,175,0.7413471518,247.8434119557,766.5919631167,2,0,64.5102696420
daily,META,2026-08-18,1530,2026-08-19,0.0027397260,544.8855064486,544.8878008211,0.0421074236,-0.0276798674,99,0.0270778570,0.8828229529,1.6818410288,2,0,62.2908897144
daily,META,2026-08-18,1530,2026-08-21,0.0082191781,545.0218972270,545.0410985477,0.3523036548,-0.0182251952,53,0.0239747288,1.7735261602,6.6080508086,2,0,62.2908897144
daily,META,2026-08-18,1530,2026-08-24,0.0164383562,545.0750466655,545.0909277584,0.2913560798,0.0042456661,132,0.0649755008,3.8209599498,6.4839509228,2,0,62.2908897144
daily,META,2026-08-18,1530,2026-08-26,0.0219178082,545.1000829695,545.1120167238,0.2189277649,0.0108788860,101,0.0465500467,4.2371242630,8.1104115426,2,0,62.2908897144
daily,META,2026-08-18,1530,2026-08-28,0.0273972603,545.5005186131,545.5437723298,0.7929179774,-0.0126274222,146,0.1664997336,10.6085224075,15.5274465345,2,0,62.2908897144
daily,META,2026-08-18,1530,2026-08-31,0.0356164384,545.5574847504,545.5944114223,0.6768612460,-0.0035873618,120,0.1409669939,9.6518085257,17.7941938388,2,0,62.2908897144
daily,META,2026-08-18,1530,2026-09-02,0.0410958904,545.3583258975,545.3857390327,0.5026628159,0.0112446717,43,0.1674205455,2.7100613432,11.2836205288,2,0,62.2908897144
daily,META,2026-08-18,1530,2026-09-04,0.0465753425,545.9604953504,546.0213975922,1.1155063841,-0.0106364189,152,0.1655571179,17.4634812607,38.1511993696,2,0,62.2908897144
daily,META,2026-08-18,1530,2026-09-11,0.0657534247,546.4036383861,546.5240404175,2.2035364145,-0.0104913865,138,0.1512703676,26.3188950687,36.5214666446,2,0,62.2908897144
daily,META,2026-08-18,1530,2026-09-18,0.0849315068,546.4726393151,546.6142429435,2.5912299764,-0.0015211865,171,0.1860896270,35.4676709827,58.1012034566,2,0,62.2908897144
daily,META,2026-08-18,1530,2026-09-25,0.1041095890,546.7174015346,546.8227393574,1.9267325771,0.0021059752,147,0.1549413428,35.8321249392,52.5573813247,2,0,62.2908897144
daily,META,2026-08-18,1530,2026-10-02,0.1232876712,546.9859471333,547.1460285736,2.9266097441,0.0029039530,148,0.2072036784,39.4446158679,60.8391630185,2,0,62.2908897144
daily,META,2026-08-18,1530,2026-10-16,0.1616438356,548.1499874294,548.3637933221,3.9004998202,-0.0023892074,176,0.2469477452,54.1463586147,93.0605708170,2,0,62.2908897144
daily,META,2026-08-18,1530,2026-11-20,0.2575342466,550.4538418214,550.9143641761,8.3662301849,-0.0048834310,207,0.3508081807,81.2487072122,156.0592164545,2,0,62.2908897144
daily,META,2026-08-18,1530,2026-12-18,0.3342465753,551.8234039452,552.4778222427,11.8591979387,-0.0032745395,170,0.4212955058,101.8499213073,200.7320672829,2,0,62.2908897144
daily,META,2026-08-18,1530,2027-01-15,0.4109589041,553.6413911953,554.3859611188,13.4485957036,-0.0035787641,139,0.4484858156,138.6130504493,240.9217070636,2,0,62.2908897144
daily,META,2026-08-18,1530,2027-02-19,0.5068493151,555.9671614750,557.0550068723,19.5667203514,-0.0048020250,127,0.3946067392,105.4033714324,253.6042107422,2,0,62.2908897144
daily,META,2026-08-18,1530,2027-03-19,0.5835616438,557.3141774231,558.6562299918,24.0807182579,-0.0038175339,167,0.6470843865,95.6029436798,306.0412392040,2,0,62.2908897144
daily,META,2026-08-18,1530,2027-06-17,0.8301369863,562.9868787472,565.0944849311,37.4361510634,-0.0045748972,98,0.6402076246,131.5377626075,466.1330762559,2,0,62.2908897144
daily,META,2026-08-18,1530,2027-09-17,1.0821917808,569.1072109466,571.7610059060,46.6308440371,-0.0047643519,162,0.8835377318,229.9826607212,598.9343411429,2,0,62.2908897144
daily,META,2026-08-18,1530,2027-12-17,1.3315068493,574.6714569780,578.2511366129,62.2908897144,-0.0042440969,164,0.9496163122,270.1614259459,730.3969868156,2,0,62.2908897144
daily,META,2026-08-18,1530,2028-01-21,1.4273972603,577.3059826666,580.7087007139,58.9413266017,-0.0040221681,165,0.7422316709,269.0668547661,781.8758622521,2,0,62.2908897144
daily,META,2026-08-19,1530,2026-08-21,0.0054794521,550.8772490903,550.8999237229,0.4116095297,-0.0666170931,143,0.0352367471,4.8417401813,8.1016476464,2,0,67.9310870727
daily,META,2026-08-19,1530,2026-08-24,0.0136986301,551.0229444780,551.0503236399,0.4968788004,-0.0239300072,126,0.0424203239,5.5305615454,9.2836039364,2,0,67.9310870727
daily,META,2026-08-19,1530,2026-08-26,0.0191780822,551.3832358676,551.4065199079,0.4222841538,-0.0400041638,102,0.0717133846,9.3949106994,12.3119000639,2,0,67.9310870727
daily,META,2026-08-19,1530,2026-08-28,0.0246575342,551.3262335683,551.3703960809,0.8010232407,-0.0200708359,145,0.0602410943,10.3968333664,17.6751670162,2,0,67.9310870727
daily,META,2026-08-19,1530,2026-08-31,0.0328767123,551.4737274428,551.5308588991,1.0359778424,-0.0144690000,119,0.1378470426,10.6732603718,14.5690197791,2,0,67.9310870727
daily,META,2026-08-19,1530,2026-09-02,0.0383561644,551.7097055453,551.7648174409,0.9989292384,-0.0180677645,121,0.1542555124,13.5046709902,21.2532449707,2,0,67.9310870727
daily,META,2026-08-19,1530,2026-09-04,0.0438356164,551.9364657318,552.0252491266,1.6085799786,-0.0218567679,147,0.1308172208,22.2697002612,37.6362918390,2,0,67.9310870727
daily,META,2026-08-19,1530,2026-09-11,0.0630136986,552.3938095757,552.5430515734,2.7017319018,-0.0185975422,136,0.1392546819,29.2129162093,41.5156439276,2,0,67.9310870727
daily,META,2026-08-19,1530,2026-09-18,0.0821917808,552.3883676044,552.5439600111,2.8167212743,-0.0054722466,168,0.1876531889,33.3704920532,58.4663768446,2,0,67.9310870727
daily,META,2026-08-19,1530,2026-09-25,0.1013698630,552.8919538659,553.0188612988,2.2953387542,-0.0057866104,146,0.1541882314,34.4716870444,52.8364813983,2,0,67.9310870727
daily,META,2026-08-19,1530,2026-10-02,0.1205479452,553.2922538252,553.4939205199,3.6448494147,-0.0059992344,148,0.1509413148,40.1012268755,63.0177799858,2,0,67.9310870727
daily,META,2026-08-19,1530,2026-10-16,0.1589041096,554.1248453682,554.3892017789,4.7707012757,-0.0053117705,174,0.2620925463,53.4065942008,92.4844494622,2,0,67.9310870727
daily,META,2026-08-19,1530,2026-11-20,0.2547945205,556.3393404048,556.8244177205,8.7190906779,-0.0058068449,211,0.2996134870,79.2386012405,153.8340256705,2,0,67.9310870727
daily,META,2026-08-19,1530,2026-12-18,0.3315068493,557.7757038482,558.3895994936,11.0061381524,-0.0039122985,175,0.3954034297,94.6641515612,194.2924714259,2,0,67.9310870727
daily,META,2026-08-19,1530,2027-01-15,0.4082191781,559.6335480025,560.3552874616,12.8966439136,-0.0042857706,135,0.4223074830,132.9149790182,238.0116815831,2,0,67.9310870727
daily,META,2026-08-19,1530,2027-02-19,0.5041095890,562.0599048972,563.2912321795,21.9074029562,-0.0062388424,127,0.4399607038,101.6664695728,250.2074768641,2,0,67.9310870727
daily,META,2026-08-19,1530,2027-03-19,0.5808219178,563.8491252029,565.2171047545,24.2614467324,-0.0060074412,165,0.6836092976,91.6099342974,302.3319529973,2,0,67.9310870727
daily,META,2026-08-19,1530,2027-06-17,0.8273972603,569.5994921066,571.6105163113,35.3059339523,-0.0058892328,98,0.7426027709,140.4232119787,463.5474263026,2,0,67.9310870727
daily,META,2026-08-19,1530,2027-09-17,1.0794520548,575.2405462792,578.2373430234,52.0964101637,-0.0056187740,163,0.7380449495,232.0367934135,594.5909197768,2,0,67.9310870727
daily,META,2026-08-19,1530,2027-12-17,1.3287671233,580.7340058280,584.4553218063,64.0795259266,-0.0045163540,172,0.7460982567,269.5434843065,723.7182691082,2,0,67.9310870727
daily,META,2026-08-19,1530,2028-01-21,1.4246575342,582.8596073916,586.8190360657,67.9310870727,-0.0041405671,166,0.9109483580,261.3890504448,765.9910422144,2,0,67.9310870727
daily,META,2026-08-20,1530,2026-08-21,0.0027397260,541.9251985214,541.9320773620,0.1269333979,-0.0782755120,120,0.0387742434,1.1330211897,3.2393407590,2,0,64.1874120057
daily,META,2026-08-20,1530,2026-08-24,0.0109589041,542.0008251515,542.0141223438,0.2453352773,-0.0051526579,128,0.0573785799,1.9453033903,2.8834545143,2,0,64.1874120057
daily,META,2026-08-20,1530,2026-08-26,0.0164383562,542.2279244322,542.2481930847,0.3738031861,-0.0171539365,113,0.0756258971,3.5814235389,5.3749466640,2,0,64.1874120057
daily,META,2026-08-20,1530,2026-08-28,0.0219178082,542.4520220382,542.4830975299,0.5728707887,-0.0232161921,158,0.1213289511,6.8951196806,10.9462791173,2,0,64.1874120057
daily,META,2026-08-20,1530,2026-08-31,0.0301369863,542.2525537341,542.2833036185,0.5670768020,0.0056038439,134,0.1083247389,4.3544078421,8.2054922819,2,0,64.1874120057
daily,META,2026-08-20,1530,2026-09-02,0.0356164384,542.5183260692,542.5782255691,1.1041009491,-0.0047330965,135,0.1948398090,6.5320381774,11.5816559770,2,0,64.1874120057
daily,META,2026-08-20,1530,2026-09-04,0.0410958904,542.9333981004,542.9951082501,1.1366062560,-0.0177723912,178,0.1818319213,12.2213215082,21.6859566176,2,0,64.1874120057
daily,META,2026-08-20,1530,2026-09-11,0.0602739726,543.2186244472,543.2926353042,1.3624506538,-0.0092295298,131,0.1821725288,17.6635788087,28.0906799165,2,0,64.1874120057
daily,META,2026-08-20,1530,2026-09-18,0.0794520548,543.4805322827,543.5894203510,2.0035320841,-0.0047898534,166,0.2227299442,24.9062917413,45.4012381749,2,0,64.1874120057
daily,META,2026-08-20,1530,2026-09-25,0.0986301370,543.6635710305,543.7908880028,2.3418337952,-0.0003090479,142,0.2166964339,25.3651065047,40.5370631920,2,0,64.1874120057
daily,META,2026-08-20,1530,2026-10-02,0.1178082192,543.8700036741,544.0357534831,3.0475997544,0.0020327662,149,0.1899410975,29.3441562350,47.7919890334,2,0,64.1874120057
daily,META,2026-08-20,1530,2026-10-16,0.1561643836,545.0799776387,545.3206931851,4.4161509554,-0.0040491567,172,0.2244046501,45.3221085931,82.1710164466,2,0,64.1874120057
daily,META,2026-08-20,1530,2026-11-20,0.2520547945,547.2195646027,547.6483856251,7.8363613091,-0.0044754552,207,0.3381026666,71.8500805827,146.6270666094,2,0,64.1874120057
daily,META,2026-08-20,1530,2026-12-18,0.3287671233,548.7106020807,549.2650618327,10.1047756307,-0.0033038034,170,0.3766912881,88.0270172045,187.3003346331,2,0,64.1874120057
daily,META,2026-08-20,1530,2027-01-15,0.4054794521,550.4825311654,551.3340151340,15.4679562094,-0.0044071737,136,0.3725958002,126.2933534097,230.2507821549,2,0,64.1874120057
daily,META,2026-08-20,1530,2027-02-19,0.5013698630,552.8553098129,553.9976193300,20.6619977552,-0.0055375379,121,0.6539365181,101.8416023227,246.5842188586,2,0,64.1874120057
daily,META,2026-08-20,1530,2027-03-19,0.5780821918,554.5496513083,555.6676991911,20.1613666176,-0.0046767274,168,0.6340723074,94.9959911012,298.4519813678,2,0,64.1874120057
daily,META,2026-08-20,1530,2027-06-17,0.8246575342,560.0161389095,562.1099066709,37.3876325324,-0.0052372976,98,0.6133402555,131.0351581851,456.3590604706,2,0,64.1874120057
daily,META,2026-08-20,1530,2027-09-17,1.0767123288,565.1409579730,567.8722749825,48.3298364931,-0.0038619999,161,0.7570610037,224.6975244750,583.1936728776,2,0,64.1874120057
daily,META,2026-08-20,1530,2027-12-17,1.3260273973,571.2297863047,574.6947120303,60.6573012940,-0.0040253903,171,0.6066606927,266.2097667096,717.1098151151,2,0,64.1874120057
daily,META,2026-08-20,1530,2028-01-21,1.4219178082,573.3609296314,577.0411850532,64.1874120057,-0.0037082801,165,0.9018444010,259.3573504940,765.9549926365,2,0,64.1874120057
daily,META,2026-08-21,1530,2026-08-24,0.0082191781,549.5498596565,549.5593499051,0.1726913123,0.0081029397,34,0.0302987180,0.2814418539,1.3379358485,2,0,68.0370396084
daily,META,2026-08-21,1530,2026-08-26,0.0136986301,549.7235574306,549.7425640416,0.3457485263,-0.0042956669,54,0.0420881179,0.6470018467,6.4095830117,2,0,68.0370396084
daily,META,2026-08-21,1530,2026-08-28,0.0191780822,549.9463243151,549.9817336630,0.6438691627,-0.0149088806,141,0.0654141640,11.8378390774,15.0229895057,2,0,68.0370396084
daily,META,2026-08-21,1530,2026-08-31,0.0273972603,550.0526518977,550.0753966830,0.4135019667,-0.0052700689,119,0.0838673364,11.3828175865,15.0229895058,2,0,68.0370396084
daily,META,2026-08-21,1530,2026-09-02,0.0328767123,550.1533074162,550.2010185625,0.8672336548,-0.0050141143,140,0.0902137140,12.7478820570,15.6584188637,2,0,68.0370396084
daily,META,2026-08-21,1530,2026-09-04,0.0383561644,550.4506553110,550.5136527793,1.1444707665,-0.0136880343,182,0.0826996961,16.8044830193,21.7722997905,2,0,68.0370396084
daily,META,2026-08-21,1530,2026-09-11,0.0575342466,550.8158769365,550.9323596250,2.1147300473,-0.0096935766,131,0.1319767801,31.8711975582,41.5639166300,2,0,68.0370396084
daily,META,2026-08-21,1530,2026-09-18,0.0767123288,550.9026231524,551.0046052191,1.8511813587,0.0005052158,166,0.1704446043,37.6992068881,54.3841235776,2,0,68.0370396084
daily,META,2026-08-21,1530,2026-09-25,0.0958904110,551.1472553547,551.2299537872,1.5004779883,0.0036127667,145,0.1722019502,35.8883302760,53.5000694043,2,0,68.0370396084
daily,META,2026-08-21,1530,2026-10-02,0.1150684932,551.8614229671,552.0624598262,3.6428866162,-0.0039489799,146,0.1557826454,42.4699236793,64.2298044778,2,0,68.0370396084
daily,META,2026-08-21,1530,2026-10-16,0.1534246575,552.6866459335,552.9374282988,4.5375144701,-0.0038062425,172,0.2591791374,55.4386836229,91.1907712036,2,0,68.0370396084
daily,META,2026-08-21,1530,2026-11-20,0.2493150685,554.9954755904,555.4690878577,8.5336239333,-0.0053892403,211,0.3536513946,84.9292010479,160.5019774617,2,0,68.0370396084
daily,META,2026-08-21,1530,2026-12-18,0.3260273973,556.5567765302,557.0536028907,8.9267866540,-0.0037492028,174,0.2755652680,96.7397005122,196.3044519898,2,0,68.0370396084
daily,META,2026-08-21,1530,2027-01-15,0.4027397260,558.1868938070,559.0307653307,15.1180820084,-0.0042501100,134,0.4549705122,143.1034409057,240.4532069000,2,0,68.0370396084
daily,META,2026-08-21,1530,2027-02-19,0.4986301370,561.0301144734,562.0483245337,18.1489377137,-0.0065475050,130,0.3722901827,100.8964738521,257.6900161593,2,0,68.0370396084
daily,META,2026-08-21,1530,2027-03-19,0.5753424658,562.3920036991,563.7025507222,23.3030877836,-0.0055033392,166,0.6114569894,92.6568659368,303.5837023408,2,0,68.0370396084
